filename,number,datetime,text
audio_77@01-08-2024_12-53-10.ogg,77,2024-08-01 12:53:10,"So, in order to, like, for that document, for that, for Marissa, what we should do there is, so, somebody put us in touch, right, so we don't need to say, to use that template, but we can say, we have a link, I sent you the link, the Calendly link, so we need to send the link and say, yeah, great, happy to schedule something, but typically, we, for our internal processes, at least for that email, this is what you can say, let me try, let me start from the beginning, for that email, what you can say is, yeah, thanks for sending me the Calendly link, but we have some internal processes, so it would be great if you used our link, and here is our Calendly link, because, like, there is a template that we use, so then please schedule it using our link, and if you cannot find any slot, let's talk. So then, also, please, I'll record a different note."
"audio_78@01-08-2024_12-54-31.ogg,audio_79@01-08-2024_12-55-28.ogg","78,79",2024-08-01 12:54:31,"So if she says okay I cannot find time for us to do this what we should do and this is what I do is we agree on a date and time and you can use my calendar for that. So sometimes I am available on Mondays evening so if this is somebody from the US the currently link that I have is not US friendly at all so if somebody from the Pacific time zone for them it's super early morning so for them I sometimes can do it in on Monday evening my evening right so then we can say okay how about doing it at for example 6 p.m Berlin time this is 9 I think uh so we can do it at 5 p.m or 6 p.m this is uh 8 or 9 pacific time zone and then if you say okay this time works what we can ask them to do is just use currently to book any random slot and then say okay I book this slot and we manually use our calendar a few notes here A few notes for that. So you need, in order to do that, you need to have access to my Google Calendar. I'll share it with you right now. And typically before you propose, you open my calendar and you see if anything is, if there is anything. And if there is nothing, then you can go ahead and schedule it. I'll record the video. And please like with everything I now share with you and explain. We need to keep track of that and record it somewhere so our process documents become more complete. And then not only you learn how to do all these things, but we also save it for the future."
audio_80@01-08-2024_13-26-02.ogg,80,2024-08-01 13:26:02,"And so for Airtable, we need to use my account because for, unlike some other services, in Airtable, I need to pay per person. So if I share it with you right now, then I'll have to pay double to what I pay. That's why what we do is we use my account for Airtable. So what do you need to do is create an account at LastPass. In LastPass, and then you will have password there for Airtable."
audio_81@01-08-2024_14-27-58.ogg,81,2024-08-01 14:27:58,"I don't know if you need any advice from me, but maybe like the way I would approach it is like when I sent you voice message or a message you can Think okay. Is this something I need to do now or I can do it later And then you keep a note on that. So later you don't forget to come back to this Mmm, but would be nice if you listen to my voice notes now because they can contain information that you need right now So you listen you try to understand If it's something now later and then you're taking out and well, I just said This is just a recommendation for you not to maybe to feel less overwhelmed and the same with loom videos Many of them can contain information you need right now in order to do something Some of them will need to wait Regarding the invoice for So with open-source spotlight, I think I told you what you need to do what your next steps are This is something that can wait till next week. This is not urgent For the newsletter promotion that I mentioned. This is something you can do already If this is something that is not clear what do you need to do you can ask me Yeah, and Yeah, the same thing with other things like I think I sometimes mention if this is something I need to do now or later But if you're not sure you can just ask so for example for deals and CRM, this is something that can wait So for you, you can just now continue working on the onboarding document on Moving the process documents to the shared drive and And sometimes things that are a little bit more important or more important will pop up and then I'll clearly tell you that okay This is something that you should prioritize And then you simply come back to the other tasks I know that I'll keep kind of bombarding you with new things to do So I know that they may accumulate over time I hope it will not scare you that it can can look intimidating that if you look at the to-do list and it's It's like super large but Yeah, I I know that you just need time to learn how to do things and it's okay And if it becomes unmanageable, we will we will see how to actually deal with that Okay. This is what I wanted to say"
audio_82@02-08-2024_20-44-04.ogg,82,2024-08-02 20:44:04,"Yeah, apologies, I hope I didn't scare you. So yeah, you don't really need to work on Saturday. One thing though, that I don't know if the folks from Percival mentioned that, what we... So typically on Friday, we release a podcast episode. So Friday evening, my time. And then it's on Monday. So on Friday, we release a podcast episode and on Monday, we have a newsletter. So typically, we want to put a webpage about this podcast episode on our website. So it should happen between Friday and Monday. But because you are from Asia and your day starts earlier than our day, so technically, you can actually just do it on Monday morning, right? Or maybe you have 10 minutes of your time, you can do this on Saturday or on Sunday. But this is just for you to know that there is this little task that needs to happen between Friday evening and Monday morning."
audio_83@02-08-2024_20-57-29.ogg,83,2024-08-02 20:57:29,"For MailChimp, did you get any emails from me about that? Not from me, but I think I sent you a request to join from MailChimp. So if you didn't receive anything, let me know and I'll send you another invite."
audio_84@02-08-2024_21-00-41.ogg,84,2024-08-02 21:00:41,"As for the podcast, the way it works is first we, with the speaker, agree on time and we do it live. So at a specific time we go live, we stream it to YouTube, and then at the same time I record the podcast locally. And then we send it to Dave for editing. Usually it happens automatically, we just upload the mp3 files to Dropbox, and then Dave sees them, and they edit this, and they send us an edited version. Typically Dave writes us when it's ready, but also there is an automated email, automatic email that we get, and it's also added to the to-do list, I think. So then once we have that, we put this to Spotify for podcasters, so we schedule it for a specific time. Usually it's Friday, I don't remember, I think 7 p.m. Berlin time, something like that. I hope it's all in the process documents, you'll probably find all of that. And then we schedule it, and then on Friday it's released as a podcast episode, so yeah, we have it. And then once we have it on Spotify for podcasters, it automatically publishes it on Spotify, Apple Podcasts, iTunes I think, and some other platforms. So then we need to get the links from these platforms, and then put them in a specific form, and then this way we create a page. And this page needs to be included in the newsletter, right? So the thing you would need to do between Friday evening and Monday morning is this, what I just said, publishing a page. So typically you just need to get the links from Spotify and Apple Podcasts, put them in a form, and YouTube, put them in a form, and then execute one thing on GitHub, there is of course a process document for that, and that's pretty much it. So it shouldn't take more than 10 minutes of your time. But also what I just described, I think it's in the templates, in Trello templates, so the entire process. As you get into this with time, I think you'll understand. So I hope it gives enough context for now."
"audio_85@02-08-2024_21-03-10.ogg,audio_86@02-08-2024_21-03-23.ogg","85,86",2024-08-02 21:03:10,"So, yeah, in terms of flexibility, you have 20 hours per week and it's up to you how exactly you distribute these 20 hours. It would be nice to at least show up for, let's say, 30 minutes, because there could be urgent tasks that when I say you need to do, it's good if you do it on the next, as soon as possible, but not right now, so it's okay if you do it on the next day, right? But typically, most of the tasks, they are not urgent, so it's okay, like, for example, one day you don't work and then you work on the next day. It's totally fine, right? So, again, it's up to you how you distribute your work and sometimes it may happen that you on one week, you don't have enough work for all 20 hours. It's also totally fine. It might happen and there is nothing wrong about that. Okay, I'll send you an invite."
"audio_87@02-08-2024_21-13-13.ogg,audio_88@02-08-2024_21-13-23.ogg","87,88",2024-08-02 21:13:13,"I just shared an invite with you. Why do you still try to use LastPass? So we don't need to use LastPass anymore. I put the password to the chat with Valeria and I deleted our LastPass, my LastPass account. So we don't use it anymore. So you're saying you cannot access our table with the password I shared in chat with Valeria, right?"
audio_89@02-08-2024_21-14-26.ogg,89,2024-08-02 21:14:26,"For this one, day one, what I wanted is something like you write Monday, then the date in parenthesis, like Monday, or was it, like Wednesday, 1st of August, for example, so I know on which day you also work. This is a bit easier for me to understand. And then also at the end, please write total hours that you worked. So the reason I need it is for me to better understand, like if I can add more tasks to you, like to see when you're less busy, then I can think, okay, like I see that you finish everything and you still have work, then perhaps I can add something more, like maybe think of other tasks for you."
audio_90@02-08-2024_21-16-07.ogg,90,2024-08-02 21:16:07,"Yeah, looks like the password was not correct, so I updated it. Please use that. And it would have been nice if you just immediately told me. But maybe you actually did tell me, I didn't see. Could happen too. But anyway, it's good that I know this now. And yeah, here is the password."
"audio_91@05-08-2024_17-33-22.ogg,audio_92@05-08-2024_17-33-43.ogg,audio_93@05-08-2024_17-33-51.ogg,audio_94@05-08-2024_17-34-04.ogg","91,92,93,94",2024-08-05 17:33:22,"okay so actually for the newsletter check the Trello cart there are many things there and the newsletter is just one of the things I saw that you had a chat with Valeria maybe she I don't know if you talked about that but maybe you can ask her what exactly she uses now for creating the newsletter and how she does that and then when you go through the all the process documents you'll find the relevant ones but yeah so typically the way it works is there is a template and you create a copy of that template it's like a draft and then you fill in some things there one of them is podcast episode but typically you don't need to do typically Valeria is doing that you just now create like a pre-filled template this is something there is something you can create there too and then you also use chat GPT for that but this ask Valeria if something is not clear yeah and check the Trello cart for the newsletter all right you had a chat with her today and this question is not from today right i somehow missed it um yeah anyways let me know if you still need help with that i'll try to see what i can do By the way, how is it going with the migration project? Again, for this one you need to talk to Valeria."
"audio_95@05-08-2024_17-37-03.ogg,audio_96@05-08-2024_17-37-40.ogg","95,96",2024-08-05 17:37:03,"So let me repeat that. Let me just go over this. So for the podcast, we schedule it live, yes, and then we do it on YouTube. At the same time, I record it locally. So locally, there is an mp3 file that I upload to Dropbox. When we do that, Dave, our podcast editor, should automatically see it. If he does not, I think typically we also let him know that there is a new podcast episode. I don't think it's necessary because he gets an invite. He gets a notification about that. So I don't think you need to reach out to him. So there is a process. He will just let you know that, yeah, it's done. But also, there is a special notification email. I recently forwarded you that email. So you will be receiving those emails when Dave uploads something to the Dropbox folder. We will receive a notification, you, me, and it also goes to the to-do list. Then you take the mp3 file, the edited file, and upload to Spotify for Podcasters. Yes, and it distributes it to Spotify, Apple Podcasts, Google Podcasts, whatever automatically. And then you get the links after it goes live. So before, when you schedule, you don't have the links. When it's published, when it goes live at 5 or 7 p.m. Berlin time on Friday, only then you will have a link to Spotify and Apple Podcasts. You will not have the links before, only after. So that's why you need to get these links and fill in the form. You perform the GitHub task, create a page. But yeah basically that's it. Also talk to Valeria because she might have an idea how exactly you can pre-fill it in the best possible way. And then of course once you agree on the way it should be done we should document everything. So now you're getting familiar with the process documents but soon I think you'll know your way around them more or less. And then this is when you should probably keep track of things you now learned somewhere. Included maybe also in the onboarding document. But then yeah you come back to those processes and you revise them. We will also do document by document. We will check them how relevant and up to date they are. So we will do this soon too."
audio_97@05-08-2024_17-52-17.ogg,97,2024-08-05 17:52:17,That's awesome. Can you please put this all to the onboarding document?
audio_98@05-08-2024_17-55-15.ogg,98,2024-08-05 17:55:15,And in general all the things you learn it would be nice to put there so they are not lost
"audio_99@06-08-2024_11-40-10.ogg,audio_100@06-08-2024_11-40-47.ogg,audio_101@06-08-2024_11-41-16.ogg,audio_102@06-08-2024_11-41-41.ogg,audio_103@06-08-2024_11-42-09.ogg","99,100,101,102,103",2024-08-06 11:40:10,"So I want the process documents to be complete, in a sense that everything is there, like you don't need to copy text from, the text is already there, you don't need to type it yourself from pictures, you can just copy paste it from the actual process document, so you also need to include the emoji, and I want to do this for all the process documents, so then, like they are complete, the messages are copy-pastable, when we need a template we use a template, so then you don't really need to think much when you follow a process document, so that's the goal, and we should try to work on our process documents so they are like that. Another thing we should improve is, so right now all our process documents focus on how to do something, not about why and when, right? I think I already mentioned that. So let's, for this document, what we should write is this. So first, we want to understand why we need to do this. So why is our community members want to have access to the Slack data so they can do some analytics, et cetera, right? So this is why. And that is why we do monthly data dumps so they can have access to the fresh data from Slack. Then another thing is when to do this, so you do this every month when there is a reminder and this is exactly how you create it, right? So for this one and for others I want to have context so then it's clear why this document exists, why this process exists, why we should do this, not just how. And also what I just said about that process documents should be complete and that the process documents should explain why, not just what, why and when. Please add this to onboarding document too, so then I don't need to say it again, right, so it's just documented there."
audio_104@06-08-2024_11-43-24.ogg,104,2024-08-06 11:43:24,So I don't do to-do for this one. I don't know if you want me to do to edit to-do or maybe you want to manage it yourself like because probably right now you're busy with something else but I want to make sure that things I say don't slip through the cracks. For example with the dump I think I asked you to do it earlier and then I had to remind to do this again so I'd rather not do this and trust you that you don't need reminders and for that we need to think about right now it's okay it's not a problem I know you're overwhelmed and there are a lot of things you need to do and learn but we need to think about a way where I don't need to remind you about things because like I also for me it's hard to keep track of everything so perhaps when you hear to do you can do edit to do to the to-do list yourself or I know we can think about another way so let me know what you think about that
audio_105@06-08-2024_12-01-20.ogg,105,2024-08-06 12:01:20,"Yeah, that's right try to use something very close to what I said"
audio_106@06-08-2024_12-10-34.ogg,106,2024-08-06 12:10:34,"One of the things you can do is download the voice messages that I sent. I don't know if you can do this from the mobile app, but you probably don't need to do it from the mobile app. So you open the desktop version, and there's an option to download the files. And then you can transcribe these files. I'll tell you how. I'm from mobile right now, so you'll need to adapt it to desktop, but I'll record something. And then you will need to create a process document for transcribing audio files. And then later, when you have the transcription, you can ask ChatGPT to summarize the transcription."
audio_107@06-08-2024_12-11-58.ogg,107,2024-08-06 12:11:58,"Jā, tas ir ļoti kļūti treneris. Vēlētos vēlētos vēlētos."
"audio_108@06-08-2024_13-50-27.ogg,audio_109@06-08-2024_13-51-11.ogg,audio_110@06-08-2024_13-51-23.ogg","108,109,110",2024-08-06 13:50:27,"I think I mentioned it in one of the voice notes or maybe in loom I don't remember but yeah so Maybe I did not I just thought I did it's not a problem, but thanks for doing that Um, that is a bit too formal to my taste. We can simplify it. I am talking about the context you wrote. So maybe let's first split it into why and when, like exactly like I told you in the voice note."
audio_111@06-08-2024_13-52-46.ogg,111,2024-08-06 13:52:46,This is just for me so I can easily read it and record the voice note at the same time.
audio_112@06-08-2024_13-54-44.ogg,112,2024-08-06 13:54:44,"So, first of all, it's not context. Let's split it into two parts. Why and when. Then, when it comes to the text, the Slack data dump process is performed monthly to provide community... This is too formal. What exactly did I say there? Can you please check and use these words? Like, we don't want to be too formal. It's okay to use just common speech. Common language. Then, Slack data dump process is performed monthly to provide community members with up-to-date Slack data. Okay. I don't think I said for analytics and insights, I did not say that. This ensures that data remains fresh and relevant, supporting effective decision making and analysis. I don't think I said that either. The process is triggered by a monthly reminder, highlighting the importance of maintaining... Like, highlighting the importance, I don't think I said that to you. Could you please try to stick to what I said? And, like, to me, maybe for you it will take some time to understand what we should include there, what we should not. It's okay. It will take time. But, like, I want each word to make sense. Right? And, like, for me, highlighting the importance of maintaining accurate and timely data access, it does not convey... It does not have any useful information there. Right? So, let's try to include only things that are needed and not repeated. Because we... In this part, we repeated quite a lot. Right? So, please, listen to what exactly I said and use that. And then with time, you will be able to write it yourself using the language I want to use."
audio_113@06-08-2024_13-56-05.ogg,113,2024-08-06 13:56:05,"So I took a look at the entire document, it looks fine, please don't use BOLD there, like I don't understand what it means, so we don't really need to use BOLD for formatting, and apart from that, looks okay."
audio_114@06-08-2024_14-17-37.ogg,114,2024-08-06 14:17:37,"I quite often send voice notes, so maybe what I just showed you will be useful. And also, like, when I say something in the voice note, typically I want, like, let's say with this why and when, I want not to deviate too much from that. So ideally, when you have a transcript for you, it's actually easier to use the language I use. And also, again, you can use ChargeBT to make it more structured. Because when I say in voice note, it might be not as structured when we just transcribe it and put it to the document. So use ChargeBT to make it more structured."
"audio_115@10-08-2024_15-21-38.ogg,audio_116@10-08-2024_15-22-07.ogg","115,116",2024-08-10 15:21:38,"So Luma is for people, for registering on events. So first we create a Luma event, and then it doesn't matter if we create a next one on Meetup. So Meetup is also a platform where people can discover events and sign up for them. So we use Luma and Meetup. Before it was Eventbrite and Meetup, and now it's Luma and Meetup, we don't use Eventbrite anymore. And then for the calendar, yeah, we create a calendar event. And sometimes people don't want to sign up for individual events, they just want to see, to have all events in the calendar, right? So they don't need to sign up for anything. And for them, we maintain a calendar. So that's why. And in the calendar, in case they actually do want to sign up, we want to include the Luma link so they can discover it, right? That's the idea. Again, summary. First you create a Luma event, and then it can be just a calendar or Meetup. And then for calendar, what I would call it is not just calendar, but let's say DataTax Club events calendar. So then it's more clear what exactly it means, what kind of calendar it is, right? Because calendar can mean many things. And also maybe that's why I have a confusion, because there are not three calendar events, right? It's just one, right? Okay, so I hope it clarifies it. As for Eventbrite process documents, when we move them to the new shared drive, let's just not move them. Let's just ignore everything that is related to Eventbrite. We don't move them. They can stay in the old Google folder."
"audio_117@10-08-2024_15-23-29.ogg,audio_118@10-08-2024_15-23-45.ogg","117,118",2024-08-10 15:23:29,"Sorry, I did not see that. So sometimes when people do not respond with bio, we take a genetic bio. There should be a process document for that. Maybe you can try to find it. But the idea is we just simply take whatever is on their LinkedIn and use that as a bio. We can probably refine it a little bit. We can try to use chatGPT for creating a bio based on their LinkedIn profile, for example. Right now, we just take whatever they already wrote in LinkedIn if they don't respond. So please check it, try to find this document. And yeah, sorry I was not, I didn't reply to your messages because I just missed them. So if it happens, I would appreciate if you just remind me."
audio_119@10-08-2024_15-24-47.ogg,119,2024-08-10 15:24:47,"So this one, you get this to do when Dave uploads an edited podcast episode to our Dropbox. So when it happens, you'll get an notification and you need to upload it to Spotify for podcasters and do the rest of the things."
audio_120@10-08-2024_15-27-33.ogg,120,2024-08-10 15:27:33,"So here what usually happens is previously Francis would ping me saying that hey like for this document we don't still have a title. But I think what we can do is try to ask Johanna to also do that when she comes up with questions. So typically the process is like that. So first we try to find a guest, agree on the time and once we have a yes from them that they do want to participate regardless of whether we agreed on time or not, we share, we create a podcast document and add Johanna to conversation saying hey Johanna here is a process document or here is a podcast document. And she starts working on that. Lately there was a problem that we have delays with that so we delay this document until it's quite late. So I want to fix that and once we have, once we agreed on having a guest ping Johanna immediately and ask to maybe we can ask her when she can complete it. So then the idea is we want to announce an event as early as possible so more people can sign up and if we delay it till the very late then few people sign up and join the event. So maybe in one of the emails, the first ones that you write to Johanna once we agree with somebody's hey Johanna there is a new process document can you please let us know when you can work on it. We want to publish it as soon as possible so we can get more signups for the event and we can also ask her when she finishes the questions to also think of title, of a title for this and heal the like points because then this way will be much easier for you to just put this information to Luma and not think about that."
audio_121@12-08-2024_09-41-52.ogg,121,2024-08-12 09:41:52,"Can you please make sure that in the onboarding document we have a list of all the services that you need? And first of all, the services for which you need to create an account and I need to invite you. And second, services that we have a shared password to use."
audio_122@12-08-2024_14-37-49.ogg,122,2024-08-12 14:37:49,So the process is we do it every month at the end of the month most of the document that you send is correct except we don't include the zip file zip archive in the email but use a special link that they sent for uploading the document so unfortunately the document that you sent is outdated and I'm not sure if we have an updated version so maybe we don't I'm pretty sure I asked Francis to update it maybe we ended up not doing that which which so it means that we will need to do it ourselves right now but please check if there are other versions of the same document and if not we will update it ourselves so in the meantime I'll try to find the link that you will use for updating
"audio_123@12-08-2024_14-38-50.ogg,audio_124@12-08-2024_14-39-25.ogg,audio_125@12-08-2024_14-40-03.ogg","123,124,125",2024-08-12 14:38:50,"Also, when you open the bookkeeping document, you will see that there are to-dos, so you will need to find process documents for doing, for handling these to-dos, and when the amount is in USD, you need to convert the USD amount to Euros, or if there is some other currency, you need to convert it to Euros, and for that you should use the website Vice. I sent you some other day for doing that, so we need to add the amount on that day. Sometimes I will send you screenshots, so when, let's say, I pay in USD, but I get a notification from my bank saying how much it was in Euros, so then I will just send you a screenshot, so then you, when you fill this document, the bookkeeping document, you will add the actual Euro amount to. I'm still not following. So she, Ella, wants to do it in September, not in August, correct? And in September all the slots are occupied by other speakers, by other guests, right? So if this is the case, we can say that we cannot... Or like just open my calendar, you should have access to my calendar and maybe pick a date like Monday or like some other day that is available right now and you can just put it there. It's also possible. Or we can offer her a date on some day in October, for example, right? So usually we do one event per week, I mean one podcast event per week. Sometimes we can do two, because we had quite a long break with podcast episodes, so it's fine if some weeks we do two."
audio_126@12-08-2024_15-01-12.ogg,126,2024-08-12 15:01:12,"Okay, so here we have a special flow process, when somebody asks, like introduces us to some speakers. So what we should do is since we already have an email, we should use a template that somebody mentioned that they want to participate in our event. It doesn't have to be a podcast. So it might be podcast, might be a webinar. So we need to tell them, hey, Antonis referred you as a potential speaker. So we can do a podcast, we can do a workshop. Then you send them the document. You probably have seen the templates. Maybe there is already a template for what I say. I'm pretty sure there is. And then you can tell them, okay, these are the options. This is the document that describes here that potential. Yeah, and then once they said that yes, they are interested and they want to do a workshop or they want to do a webinar or they want to do a podcast, then depending on what they want to do, we either start the podcast process or the webinar process."
audio_127@12-08-2024_15-02-45.ogg,127,2024-08-12 15:02:45,"Also, when we prepare a tax report, we need to, there is probably also a process document, and if there is not, we need to prepare it. We need to go through FinOM and through Revolut and see if some of the expenses are not booked. We don't have records in our bookkeeping spreadsheet. And it's very important, it's very important, it's super important that we also have all the income. So if we had some income and it's not reflected in bookkeeping and we forget to report it, it's actually, it's a crime, right? So it's withholding some information about income. So this is super serious. So this is why we need to go through FinOM and Revolut and see if there are transactions, incoming transactions, even if there are, and they are missing in the bookkeeping spreadsheet, we need to add them. Please go through process documents, see if we have something like that of what I'm talking about or not. And if not, we should have a document that describes that, because this is very important."
"audio_128@12-08-2024_18-06-18.ogg,audio_129@12-08-2024_18-06-24.ogg","128,129",2024-08-12 18:06:18,"Yeah, definitely the first one we will do together and there will be still time to fix it if something is broken or something is wrong. So what we can do is maybe you go through all the process documents we have for tax reporting and then based on what I said, we form it the right sequence. We can also write it in some Google document, I don't have, I don't think we have it captured, written anywhere, so we should do this. And something similar to a checklist in Trello, we can create a Google document and then once I say everything is good, then yeah, we can do it. I don't think there are specific sequences mentioned anywhere."
audio_130@12-08-2024_18-09-28.ogg,130,2024-08-12 18:09:28,"Well, typically the process is you open the bookkeeping report for a specific month, so there is a date added. This is what we use for splitting between months. And then first there are to-dos, so you go through to-dos. So usually you go to Dropbox, you open the documents, the receipts, the invoices, and then you fill it, replace to-dos with the actual numbers. That's the first part, the first step. Second step is if there are USD or other non-euros, you convert them to euros using the website I gave you. Then once it's done, you go to Revolut and Finom and double-check that we don't have any missing expenses or, what is more important, missing incomes, incoming transactions. And then if there are... By missing I mean we actually have a transaction, but it's not in the bookkeeping spreadsheet. So then we add it there. And then once it's done, you go through that process document that you sent, meaning that we prepare the zip archive and upload it to that website I sent you through email. And then we write an email to our accountants saying that the report for this month is ready. Also, when it comes to invoices, we have two folders for invoices. One invoice is like this is the expenses. So this is what we spent. You will also see invoices from Prosilum and basically everything we spent money on. And then the other folder is invoices that we sent. So this is our incoming transactions. So there are two folders. And then there is another folder which is invoices lending, I think. This is when you... I think it was the other process document you mentioned when you just put the file in Dropbox and then it appears in... It tells it to do the spreadsheet. Well, I think that's more or less it. So let's prepare a document where we capture the sequence and we link to this document from the onboarding document. So it's there. And then for each step in this document for preparing this thing, the report, we should link to the relevant process documents."
"audio_131@14-08-2024_09-51-12.ogg,audio_132@14-08-2024_09-51-34.ogg,audio_133@14-08-2024_09-52-05.ogg,audio_134@14-08-2024_09-52-21.ogg","131,132,133,134",2024-08-14 09:51:12,"Evening? No. I think Andrea is in the Central European time zone, so if possible let's have a podcast episode with her during lunchtime. So ask, maybe there's another day that works for her, and you have access to my calendar. Usually I avoid having something in the evening when it comes to podcast episodes, unless the guest is from the States, so they cannot have it during lunch break. So ask her if she can do it on a different date. and in general I prefer evenings to be to have free evenings so I try to avoid having things on evenings Yeah, maybe check with Valeria what exactly is best to do there But here I think by announcing the event what we mean is Making a post in the announcement channel in Slack Yeah, probably it's that unless there is another record with this But yeah, everything that is not clear we should clarify of course And everything should have links. So then it's clear Yeah"
"audio_135@14-08-2024_10-13-32.ogg,audio_136@14-08-2024_10-13-44.ogg","135,136",2024-08-14 10:13:32,"And do you see the to-dos? So for this to-dos you need to open the Dropbox folder and open the invoices and then check how much the price was there and replace the to-do with the price from the invoice. And if it's USD you need to convert it to Euros. It's possible, it's quite possible that there is no process document for that. In this case, we will need to create one."
"audio_137@15-08-2024_10-55-36.ogg,audio_138@15-08-2024_10-55-48.ogg,audio_139@15-08-2024_10-56-15.ogg","137,138,139",2024-08-15 10:55:36,"There should be a process document that describes this but we have the CRM where we have companies I think I showed you the in the introduction video We have companies and different campaigns from these companies so usually the way I do it is Like there is a post which is sponsored by a specific company. So first you create a post but then you see if company is Already there then you just use this company. If it's not we create records for this company this way for each company we can see what kind of promotional activity they have and Also, we can reach out to them Suggesting our services um if you scroll up you should see how francis was doing that in the announcement channel but i'm pretty sure we also should have it somewhere in templates I think the way we count it is for each season we have episodes 1 through 9 and then it starts again. For example, season 12, episode 1, etc. Then 9, and then season 13, 1, and then till 9. I think something like that, like 9 episodes per season."
"audio_140@15-08-2024_15-07-12.ogg,audio_141@15-08-2024_15-08-11.ogg","140,141",2024-08-15 15:07:12,"Okay, so when I send the link and say that this is a sponsored post We just put this to CRM. We don't reach out to anyone. So in the CRM We have a list. I don't know if it's called a CRM, but it's some sort of database in the air table where we keep track of all the Advertisements all the ads that I see that could be relevant for this community So we make money through sponsorship and the reason I want to keep track of posts like the one from Santiago is Santiago is an influencer so Box or whatever company I don't remember paid him to make a post right and we know that Box wants to advertise something wants to promote something so we also can help them with that so they want an audience and they can reach out to them saying hey like we're this community and if you want to promote your services or your like product you can also do through us this is why we have at least a database with ads so we know who is promoting what so we can reach out to these companies and offer our services our promotion our help with promotion too"
audio_142@15-08-2024_15-49-06.ogg,142,2024-08-15 15:49:06,I'm now getting notifications for Luma events and I think there is a toggle that turns it off please find it and turn it off and it should be a part of the process document for some reasons it's not but like it's annoying to get this email every time somebody signs up
"audio_143@15-08-2024_15-55-33.ogg,audio_144@15-08-2024_15-55-49.ogg","143,144",2024-08-15 15:55:33,And I don't know so I just don't want to receive emails every time somebody signs up That's it. I don't know about the rest. I guess this is new guest registers Please make sure it's a part of the process document
audio_145@15-08-2024_16-04-52.ogg,145,2024-08-15 16:04:52,"Also, don't forget to update Meetup and the Google Calendar, the community Google Calendar."
audio_146@15-08-2024_16-22-37.ogg,146,2024-08-15 16:22:37,"So you probably know, I just wanted to make sure I say it. So when I mean calendar invite, calendar event, so I mean the Data Talks Club community calendar, the Google calendar that is for the community members, but we also have calendar invites that we send for the guests and for me. So I have it on my calendar, right? So the one you just updated was the one for guests, and usually it is five minutes earlier than the actual thing. And then for the community calendar, this is at the time when it actually starts."
audio_147@19-08-2024_07-02-53.ogg,147,2024-08-19 07:02:53,So usually as you saw Ella kinda I think she requested to move the podcast episode I am not sure but like probably so what we do in this case is when we have not agreed on a date yet but the event is happening today what we do as soon as possible is just move to some random date in the future in Luma and meetup and calendar so people don't have it on their calendars so they know it's not happening while we are agreeing on a new date it's also important to move it as soon as possible so people don't receive notifications because otherwise they would receive a notification saying that event is starting like in 15 minutes so they join and they don't see anything so that's frustrating and also on some platforms I think on meetup maybe on Luma too if we move if we don't move an event and it started then we cannot move it anymore we need to create a new one which is problematic because for that one people signed up for the new one they did not so we will need to ask them somehow to sign up again so that is why we need to when events are being scheduled on that day when it's happening and we need to find a new date this what I do just find some random date in the future and schedule all the on all the platforms this event to some random future date while we agree on the new date yeah I think we should create a process document for that if we don't have it where we describe it
audio_148@19-08-2024_09-22-22.ogg,148,2024-08-19 09:22:22,"I think I already told you how you should approach that. I'll just repeat it just in case. So, 9am Pacific Time Zone is 6pm Central European Time. So usually I try to avoid having things on that time. So what I can do, and usually if I need to do it somewhat late, like 5, 5.30, 6pm, I prefer to do this on Mondays. So Wednesday, Thursday, Friday are no go for that. So usually I am not available after 3pm my time. And if this is something after 5pm, this is for Open Source Spotlight, if this is something after 5pm, I only can do this on Mondays. And you can see my calendar on which Mondays I am free to do that. And what you can do is you can ask if they can do this on a 30-day time and suggest a time slot. And if they can't, ask on which Monday they can do 9am."
audio_149@20-08-2024_10-44-41.ogg,149,2024-08-20 10:44:41,"So exactly when it's set for today, so when it's set for today, but the speaker bounces for whatever reasons We don't have time to agree to a future day right now We need to move the data up and then start agreeing because if we don't then we risk like all the things that I described in that voice message"
audio_150@20-08-2024_11-21-52.ogg,150,2024-08-20 11:21:52,"I don't understand the question like how an invoice cannot be in Phenom if you create it in Phenom? So let's say you... I'll take an example. So right now we are talking with AirByte. Remember you sent an email to John the other day about the newsletter. So if a newsletter goes through, if they actually buy this, if they decide to sponsor us,"
audio_151@20-08-2024_11-22-54.ogg,151,2024-08-20 11:22:54,"It was a bit noisy, so I... Okay, let me continue. So if they decide to sponsor us, what we do next is, well, we arrange everything for the newsletter, but at the same time, we start the, I guess we call it the invoice process or whatever. So we first get their information about, like, the company, name, address, and so on. And then we create an invoice in Phenom, and then we send them the invoice for payment. So this is how it works. So, like, that's why the question, like, creating an invoice when it's not yet in Phenom, doesn't make much sense, because, like, you create it in Phenom, and then it stays in Phenom. So if it's not in Phenom, you need to create it there, I guess. And this is the only place where we create invoices. And why did you ask that?"
