filename,number,datetime,text,title,edited
audio_52@02-05-2024_14-37-25.ogg,52,2024-05-02 14:37:25,"So, let's plan a pre-launch Q&A for next Tuesday at 4.30 p.m. Central European time, Berlin time, for the ML Ops course. Please coordinate with Valeria about the content.",Pre-Launch Q&A Planning for ML Ops Course,"Let's plan a pre-launch Q&A for next Tuesday at 4:30 p.m. Central European Time, which corresponds to Berlin time.

Please coordinate with Valeria regarding the content of the discussion."
audio_53@06-05-2024_18-36-26.ogg,53,2024-05-06 18:36:26,yeah my idea with this document where we put like if there is a mistake we put the mistake and how to address it so my uh thinking is if we do that then it becomes clear in which things there are more mistakes than in others and maybe there are some areas to which we can pay more attention but also for you you kind of will remember okay like it looks like i made a mistake previously in this process so maybe next time i'll pay more attention to that one so that's my thinking i hope it will help but also like if you have any other ideas how we can make sure that it doesn't happen again it would be good because i understand that you might be quite overwhelmed with the information that you need to process so we just need to think of ways how to make it easier for you or make it more difficult for you to make a mistake right and learn like sometimes they happen this fine this is this always happens in our life but like how we can make sure that we avoid repeating them in the future so for now we can just start collecting this in a document and then see maybe something comes up but if you have some other ideas uh yeah please let me know,Mistake Tracking and Improvement Strategy,"My idea for this document is to identify mistakes and suggest how to address them. By doing this, we can clearly see which areas have more frequent errors and where we may need to focus our efforts. This will also serve as a reminder for you; if you notice a pattern, you may be more likely to pay closer attention the next time.

I hope this approach will be helpful, but I’m open to any other suggestions you might have for preventing these mistakes in the future. I understand that you may feel overwhelmed by the volume of information you need to process. Therefore, it’s important to find ways to make this easier for you or to reduce the likelihood of errors occurring.

Mistakes are a part of life, and while they can happen, we need to consider how to avoid repeating them. For now, let's begin by collecting this information in a document and see what insights arise. If you have any additional ideas, please share them with me."
"audio_54@21-05-2024_08-41-54.ogg,audio_55@21-05-2024_08-42-09.ogg","54,55",2024-05-21 08:41:54,"Remember, I recently asked you to upload a video from Antonis, so please use that video for the URL in the Luma Project of the Week event. Ir pasirinkite jį į e-mailį. Jūs pasirinkite e-mailį su mūsų, pasirinkite jį ir pasirinkite e-mailį su mūsų. Ir mes išsidėsime mažai. Įmušimas yra šiandien, taigi pasirinkime jį šiandien.",Luma Project of the Week Video Upload,"I recently asked you to upload a video from Antonis, so please use that video for the URL in the Luma Project of the Week event. 

Next, select the email option. Choose the email with our details and arrange it accordingly. 

Just a reminder, the submission deadline is today, so let's make sure to finalize everything today."
audio_56@21-05-2024_19-33-48.ogg,56,2024-05-21 19:33:48,"Hi everyone! Welcome to day and number of the day of Project of the Week Data Version Control. We're starting soon and the plan for the day you can see in Slack and then you can also add the link to Slack. This is what you... this was the link that we used in the event. So you can write, you can join the Project of the Week channel using this link. And then to learn more about Project of the Week check this video. This is what Antonis created. So... and then add and have fun. So send me this for checking and then just do it for all the days. Then we should save it in the process document or in the templates, whatever.",Project of the Week: Data Version Control - Day Overview,"Hi everyone! Welcome to Day [insert day number] of Project of the Week: Data Version Control. We're about to get started, and you can find the day's agenda in Slack. 

Please use the link provided in the event to join the Project of the Week channel. For further information about Project of the Week, check out the video created by Antonis. 

Have fun and send me your notes for review. Once you've done that, please replicate the process for all the days. Finally, we should save everything in either the process document or the templates folder."
audio_57@04-06-2024_09-37-48.ogg,57,2024-06-04 09:37:48,And maybe ask them if they know and if they can put us in touch with a marketing person because we see that they are Promoting their product and we also want to help so we'll appreciate if they put us in touch something like that And please send me this before sending,Connecting with Marketing for Collaboration,"We should reach out and ask if they can connect us with someone from their marketing team. Since they are actively promoting their product, we would like to explore opportunities for collaboration to help them further. It would be great if they could facilitate this introduction.

Please send me this message before sending it out."
audio_58@06-06-2024_16-12-54.ogg,58,2024-06-06 16:12:54,"I don't know if we already have a process document for that, but maybe create a process document where you show how to check the merchant account to see if there is any income and include the link to that to the current process document where you show how to check the merchant. So just as a part of the process document, say like step whatever, check the merchant account and link the new process document.",Creating a Process Document for Merchant Account Income Verification,"I am not sure if we already have a process document for checking the merchant account, but I suggest we create one. This document should outline how to verify if there is any income from the merchant account.

Additionally, it would be helpful to include a link to this new document within the existing process document that explains how to check the merchant account. 

As part of the new process document, we can specify a step, like ""Step X: Check the merchant account,"" and provide the link to the relevant materials for easy reference."
audio_59@06-06-2024_17-56-00.ogg,59,2024-06-06 17:56:00,"By the way, the workshop for Akella is sponsored by DLT Hub, so get the logo from the previous one, the one that Adrian did, and also put it on the cover.",Akella Workshop Sponsorship,The upcoming workshop for Akella is sponsored by DLT Hub. Please ensure that you obtain the logo from the previous workshop conducted by Adrian and include it on the cover.
audio_60@07-06-2024_07-33-56.ogg,60,2024-06-07 07:33:56,"So first thing is when I send a screenshot from some clients, then it means that we received the money So please write to them acknowledge the received as soon as possible and second when I sent you a screenshot with Money that some service took from us Usually the payment amount the original payment amount was in dollars But then I sent you the amount in euros, so then we have accurate information in our Spreadsheet. So please create a process document for that and Describe what to do when I send a screenshot With some payment either received or spent",Payment Acknowledgment and Process Documentation,"The first thing to note is when I send a screenshot from a client, it means we have received the payment. Please write to them to acknowledge the receipt as soon as possible. 

Secondly, when I send you a screenshot showing money that a service has charged us, note that the original payment amount is usually in dollars. However, I will provide you with the equivalent amount in euros so we can maintain accurate information in our spreadsheet.

Please create a process document outlining the steps to follow when I send a screenshot of a payment, whether received or spent."
"audio_61@07-06-2024_17-44-49.ogg,audio_62@07-06-2024_17-45-22.ogg","61,62",2024-06-07 17:44:49,"It's better to say that the last month we accidentally sent you a wrong invoice. The reason was that we, when sending an invoice to this tag, we forgot to add VAT. So then we added VAT and now we have the updated invoice. So something like that. Because from what you wrote, it's not clear. Well, they will have to guess many things. And yeah, please make sure that the invoice is not just for VAT, but that this is the sum for the newsletter promotion plus VAT. So it should be like 1,500 plus 18 percent, something like that. So the invoice should contain the whole thing. Okay.",Invoice Correction and Clarification,"Last month, we accidentally sent you an incorrect invoice. The issue arose because we forgot to include VAT when we initially sent it to you. We have now updated the invoice to include the VAT.

To clarify, the invoice should reflect not just the VAT amount, but also the total for the newsletter promotion. The final amount should be presented as 1,500 plus 18 percent VAT, detailing the complete sum.

Please ensure that the revised invoice contains all necessary information, so there is no confusion moving forward."
audio_63@07-06-2024_17-47-47.ogg,63,2024-06-07 17:47:47,I think we should be as detailed as possible so it's very important so please describe you say that in this month we sent an invoice without VAT they paid then we realized we forgot to add a VAT we sent another invoice and then they paid only the VAT that's why last month we sent you this invoice and this is a wrong invoice you should not include it when you submit the tax declaration or maybe you don't say that you say like please disregard that invoice this is the rated invoice please use that and you can say when they paid the original sum and when they paid the VAT right and I think this is important so let's be as detailed as possible and show me that one more time before sending it to them,Invoice Clarification,"It's important that we provide as much detail as possible regarding the recent invoicing issues. This month, we sent an invoice without VAT, which the client paid. After realizing that we had forgotten to include VAT, we issued a second invoice for the VAT amount alone. 

As a result, last month, we also sent you an invoice that was incorrect. You should not include this incorrect invoice when submitting your tax declaration. Instead, please disregard that invoice. 

The correct invoice should be highlighted and used for submission. Additionally, please include the dates when the original amount was paid and when the VAT was settled. It's crucial to be thorough in this matter. 

Before sending anything to the client, please show me the details one more time. Thank you."
audio_64@07-06-2024_17-52-58.ogg,64,2024-06-07 17:52:58,"Yeah, I think it's okay if in the table, in our bookkeeping spreadsheet, we have the first invoice on the first payment and then the second payment. So first just $1,500 and then the VAT. Because it better reflects that there were two payments, right? And then we just explain. Well, I already told you.",Payment Structure in Bookkeeping,"I think it's acceptable to structure our bookkeeping spreadsheet to show the first invoice as the initial payment, followed by the second payment. We should list the first payment as $1,500, with the subsequent addition of VAT. This approach provides a clearer representation of the two distinct payments.

Additionally, as I mentioned earlier, we can provide an explanation for this structure to ensure clarity."
audio_65@10-06-2024_15-05-03.ogg,65,2024-06-10 15:05:03,"Do we use the CRM for tracking payments? I just saw the email from Elisabetta from DoubleCloud and maybe we don't. Remember, we created this CRM in order to remember about things that weren't paid. So it's great if we use it and keep track of paid invoices and invoices we haven't created and so on.",Tracking Payments with CRM,"Are we using the CRM to track payments? I just saw an email from Elisabetta at DoubleCloud, and it seems we might not be using it for this purpose. Remember, we initially created the CRM to help us keep track of outstanding payments. 

It would be beneficial to utilize the CRM effectively by monitoring both paid invoices and those we haven't generated yet. This way, we can ensure we stay on top of our financial obligations."
audio_66@12-06-2024_20-23-12.ogg,66,2024-06-12 20:23:12,"So the other file is actually a tool that I wrote that allows to use this ffmpeg And you don't need to install or anything. You can just use it for Cutting and cutting videos and increasing volumes Volume, I have no idea why it doesn't work Yeah, we will figure it out",Video Editing Tool Using FFmpeg,"The other file is a tool that I created, which allows you to use FFmpeg without the need for installation. 

This tool can be used for cutting videos and increasing volume levels. 

I'm not sure why it's not working at the moment, but we will figure it out."
audio_67@14-06-2024_20-00-02.ogg,67,2024-06-14 20:00:02,So it should be Right there that it's six newsletters so call it a Sponsorship then in the same line write six newsletter issues and a logo on the website and The cost is the same so it should it should be like that because we sell them six newsletter issues And the logo on the website,Sponsorship Details,"We have a sponsorship opportunity that includes six newsletter issues. In addition, the sponsorship will feature a logo on our website. 

The cost for this sponsorship remains consistent, as it covers both the six newsletter issues and the logo placement."
audio_68@02-07-2024_15-30-40.ogg,68,2024-07-02 15:30:40,"I just noticed that Arise has used all their promotion slots So maybe we should ping them and ask if they want to reserve anything else, so please Write an email to first send the email to me to David And ask him if they want to book more Yeah",Promotion Slots Inquiry,"I just noticed that Arise has utilized all their promotion slots. We should reach out to them to see if they would like to reserve any additional slots.

Please draft an email to send to David first, asking if they are interested in booking more promotions."
audio_69@02-07-2024_16-02-54.ogg,69,2024-07-02 16:02:54,"So a small comment about that. We don't want to be, to look too available. So this way they will, they can use it as leverage next time we negotiate deals. They see that we have too many open slots and next time they can say, oh, we will not pay that much, right? So please don't send this in the future. Maybe it's better to select just one slot every week, every month and then send it to them so that we don't look too free, too available. Please create some sort of process document for that. When, what to do when people ask for slots and then describe different situations, like what to do when we are almost fully booked and when we are not booked fully like now, okay? And then send me this document for checking.",Managing Availability in Negotiations,"I have a small comment regarding our availability for negotiations. It's important that we don't appear too available, as this could be used as leverage by the other party in future discussions. If they notice that we have too many open slots, they might feel entitled to negotiate lower prices.

To mitigate this, I recommend that we only send one available slot each week or month instead of multiple options. This approach will help us maintain a perception of limited availability.

Additionally, please create a process document outlining our approach to handling slot requests. Include guidance for different scenarios, such as when we are almost fully booked versus when we currently have a lot of availability, like now. Once you've drafted the document, please send it to me for review."
audio_70@04-07-2024_17-12-53.ogg,70,2024-07-04 17:12:53,so you see how much the line is like for taxes it's quite a lot so usually that one was so usually the price is lower right so that one was for the tax declaration from the last year I think yeah 2023 and I think I already made a comment that we should name it differently maybe I did not I don't remember I think I remember doing something like that mentioning that it's not correct and we for some reasons have two records with the same amount which is not right so we have monthly payment which goes at the end of the at the beginning of the month but that one was like not exceptional but like yeah irregular let's say and I think you did it on your own remember I sent you an email and you're supposed to pay but instead you just put it to the spreadsheet maybe that's why I don't know but yeah please check it out check it like if we I don't think we have we made two payments so it was one payment and there the it should be not may whatever but like just 2023 because it was a declaration for the entire year not usual bookkeeping,Clarifying Tax Records,"The amount listed for taxes appears to be quite significant. Usually, we expect the price to be lower. The recent figure pertains to the tax declaration for the last year, specifically for 2023. 

I believe I previously suggested that we should rename this entry, although I’m not certain if I actually communicated that or just thought about it. Additionally, it seems we have two records with the same amount, which may not be accurate. 

As a reminder, we have a monthly payment that occurs at the beginning of each month. However, this particular entry is irregular rather than exceptional. I think you might have handled this independently. I recall sending you an email regarding the payment, and rather than completing the payment as instructed, it seems you entered it into the spreadsheet instead. 

Please double-check this information. I don’t think we made two payments for the tax declaration — it should reflect only one payment. The entry should be marked simply as “2023,” since it pertains to the entire year's declaration rather than standard bookkeeping."
audio_71@08-07-2024_09-17-26.ogg,71,2024-07-08 09:17:26,"Our lawyer just told me that we don't have the right cover for the recent webinar, that we have a podcast cover. So this is one of the other things we should pay attention to. Please add it to the document with things to look out for, okay?",Webinar Cover Update,"Our lawyer just informed me that we currently do not have the appropriate cover for the recent webinar; instead, we only have a podcast cover. 

This is something we need to pay attention to moving forward. 

Please ensure this is added to the document outlining things we need to look out for. Thank you."
audio_72@08-07-2024_19-36-05.ogg,72,2024-07-08 19:36:05,"I moved the events with Rafael to next Thursday Just in case we don't forget to so that we don't forget to To move it. So once we decide on the exact date, we will update one more time The reason I did that is if we forget then tomorrow everyone who signed up will get a reminder and this is we Something we'll want to avoid definitely and in general like if it's a short notice like The event is tomorrow and today we cancel just move it one week ahead to any random day because we don't want accidentally end up in a station when People get notification that event starts they go there. They join but there is nothing right? I don't know if we have an a process document for that. If we don't please create and send it to me",Event Rescheduling Protocol,"I moved the events with Rafael to next Thursday to ensure we don't forget to reschedule. Once we decide on the exact date, we will provide one more update.

The reason for this change is to prevent any confusion. If we forget and the event is scheduled for tomorrow, everyone who signed up will receive a reminder, which is something we definitely want to avoid.

Additionally, if it's a short notice like an event scheduled for tomorrow and we need to cancel today, we should reschedule it for a week later on any random day. This is essential to prevent situations where people arrive for an event only to find it canceled.

I’m not sure if we have a process document for this. If we don’t, please create one and send it to me."
audio_73@29-07-2024_16-28-39.ogg,73,2024-07-29 16:28:39,"Yeah, sometimes I will be recording voice messages, sometimes I'll be recording Loom videos. So with these Loom videos I record something usually and then I ask you to either do it or document it in a process document. So right now what you can do is go through the process documents that we have, at least just briefly understand what is there. And then for the to-do items, for the items that we did in the past, that are completed already, try to find what is the process document that is needed to complete this task. I will help you with that, but for now maybe try to find it out yourself. And then I'll take a look at what you found and say that okay, this is the right document or this is not the right document. And then also, yeah, you'll need to create a GitHub account and then there are some items in the to-do list, you can also check them out, but yeah, you'll need to know how to do them and for that you'll need to review process documents.",Managing Tasks and Documentation,"I sometimes record voice messages and create Loom videos. In these Loom videos, I usually demonstrate a task and then ask you to either replicate it or document it in a process document.

Right now, please take some time to review the existing process documents. It's important to get a brief understanding of what's available. For the completed tasks we've worked on previously, try to identify the corresponding process documents needed for those tasks. I’ll assist you with this, but for now, please attempt to find the right documents on your own. Once you've done that, I can review your selections and confirm whether they are correct.

Additionally, you will need to create a GitHub account. There are several items in the to-do list that you'll need to familiarize yourself with, and reviewing the process documents will be crucial for understanding how to complete these tasks."
audio_74@01-08-2024_11-49-21.ogg,74,2024-08-01 11:49:21,"So, yeah, it's sort of correct, but we typically, the process is following. So when we arrange a podcast or some other event, what I do is, or what we do, is we first get an email of the speaker, and then we use email to arrange the things. So I will now forward you one of the conversations we had with a potential, or with a speaker, how it looks like, and yeah, maybe you'll find another process document that describes this process that we do through email. And if we don't, we will need to update the process document, because what you send is only partially correct, and it doesn't really reflect what we currently do.",Podcast Arrangement Process,"The process of arranging a podcast or similar event typically begins with obtaining the speaker's email address. From there, we use email to coordinate the details.

I will forward you one of the conversations we had with a potential speaker to illustrate how this communication looks. Additionally, I will check for another process document that outlines our email procedures.

If we cannot find this document, we will need to update it. The information you provided is only partially correct and does not fully reflect our current practices."
"audio_75@01-08-2024_12-51-29.ogg,audio_76@01-08-2024_12-51-50.ogg","75,76",2024-08-01 12:51:29,"So this one is when I or you or somebody already speaks with somebody over social media or Slack or something else and here we already talked about it somewhere and then we ask for the email and we have the email and now we want to use the email to send to ask them to participate in this thing. So we have talked about this. And also like I'm thinking right now, this is something I wanted to ask you to do later when you finish the migration, like moving the documents from the shared folder to the shared drive. But now since you ask all these questions, it would be nice to capture my answers to these questions to somehow save them. So I think for this, right now for this template that you asked, please write what I responded. So then we have the context, when exactly we need to use. And in general, I want to have this for all the process documents. For the process documents, I want us to mention why we have this process and when to use them. Like what exactly, yeah, so why and when. So then there is clarity of what exactly why this document is needed. Because right now for process documents, I look at the document and it's just a sequence of steps, like with no real description of what exactly is happening, of why we need to do this. And the same with the templates. So right now the template is sent. Let's write, let's capture what I said and write it there when we use it, right? Like right now you don't have to do it for all the templates and all the process documents. But like when you have questions, like is this the right document or not, I'll record you either a video or a voice note. And then please start saving this information there too. I think actually like for the thing you sent for the screenshot like it already says when to use but we can definitely expand on that",Improving Process Documentation and Templates,"This discussion revolves around using email to follow up with someone we've already connected with on social media or platforms like Slack. Now that we have their email, we want to reach out to invite them to participate in an event or initiative we’ve discussed.

Additionally, I wanted to ask you to focus on this after completing the migration of documents from the shared folder to the shared drive. Since you’ve raised several questions, it would be helpful to capture my answers for future reference.

For the template you requested, please document my responses. This will provide context for when and how we need to use it. In general, I’d like to apply this practice to all our process documents. Specifically, I want each document to clearly state why the process exists and when it should be used. Currently, many process documents only outline a sequence of steps without providing a clear explanation of their purpose. 

The same applies to our templates. For the current template, let's ensure we include the context about when to use it, even if we don’t have to do this for every template or process document immediately. When you have uncertainties about whether a document is suitable, I can record a video or voice note to provide clarification. 

Lastly, regarding the screenshot you previously sent, it does mention when to use it, but we can definitely expand on that to enhance understanding and clarity."
audio_77@01-08-2024_12-53-10.ogg,77,2024-08-01 12:53:10,"So, in order to, like, for that document, for that, for Marissa, what we should do there is, so, somebody put us in touch, right, so we don't need to say, to use that template, but we can say, we have a link, I sent you the link, the Calendly link, so we need to send the link and say, yeah, great, happy to schedule something, but typically, we, for our internal processes, at least for that email, this is what you can say, let me try, let me start from the beginning, for that email, what you can say is, yeah, thanks for sending me the Calendly link, but we have some internal processes, so it would be great if you used our link, and here is our Calendly link, because, like, there is a template that we use, so then please schedule it using our link, and if you cannot find any slot, let's talk. So then, also, please, I'll record a different note.",Scheduling with Marissa,"To coordinate with Marissa regarding the document, we should reach out to her directly. Instead of using a generic template, we can personalize our communication by referencing the Calendly link I previously sent. 

In our email to her, we can express appreciation for her sending the link and mention that we have internal processes to follow. We should ask her to use our specific link for scheduling. We can say something like, ""Thank you for sharing the Calendly link. However, we have some internal processes in place, so it would be helpful if you could use our link instead. Here is our Calendly link.""

If she cannot find an available time slot, we should suggest that we speak directly to find a suitable time. 

I'll also record a separate note on this matter for clarity."
"audio_78@01-08-2024_12-54-31.ogg,audio_79@01-08-2024_12-55-28.ogg","78,79",2024-08-01 12:54:31,"So if she says okay I cannot find time for us to do this what we should do and this is what I do is we agree on a date and time and you can use my calendar for that. So sometimes I am available on Mondays evening so if this is somebody from the US the currently link that I have is not US friendly at all so if somebody from the Pacific time zone for them it's super early morning so for them I sometimes can do it in on Monday evening my evening right so then we can say okay how about doing it at for example 6 p.m Berlin time this is 9 I think uh so we can do it at 5 p.m or 6 p.m this is uh 8 or 9 pacific time zone and then if you say okay this time works what we can ask them to do is just use currently to book any random slot and then say okay I book this slot and we manually use our calendar a few notes here A few notes for that. So you need, in order to do that, you need to have access to my Google Calendar. I'll share it with you right now. And typically before you propose, you open my calendar and you see if anything is, if there is anything. And if there is nothing, then you can go ahead and schedule it. I'll record the video. And please like with everything I now share with you and explain. We need to keep track of that and record it somewhere so our process documents become more complete. And then not only you learn how to do all these things, but we also save it for the future.",Scheduling Meetings Effectively,"When someone expresses that they cannot find time to meet, here's how I approach it. We agree on a date and time, and you can use my calendar for that. Sometimes, I'm available on Monday evenings. However, the current scheduling link I have isn't very US-friendly. For someone in the Pacific time zone, it may be super early in the morning. 

For example, if we schedule a meeting for 6 p.m. Berlin time, that's 9 a.m. Pacific time. Alternatively, we could look at 5 p.m. or 6 p.m., which would correspond to 8 or 9 a.m. Pacific time. If that time works for everyone, we can ask them to use the scheduling link to book any available slot. Once they do, we can manually coordinate with our calendars.

To proceed with this, you'll need access to my Google Calendar. I'll share it with you shortly. Before proposing a time, please check my calendar to ensure there are no conflicts. If there are no appointments, feel free to schedule the meeting.

Additionally, I’ll record the video to outline these processes. It’s important that we keep track of everything shared and document it properly. Not only will this help you learn how to manage these tasks, but it will also make our process documents more comprehensive for future reference."
audio_80@01-08-2024_13-26-02.ogg,80,2024-08-01 13:26:02,"And so for Airtable, we need to use my account because for, unlike some other services, in Airtable, I need to pay per person. So if I share it with you right now, then I'll have to pay double to what I pay. That's why what we do is we use my account for Airtable. So what do you need to do is create an account at LastPass. In LastPass, and then you will have password there for Airtable.",Airtable Account Management,"For Airtable, we need to use my account because, unlike some other services, Airtable charges per user. If I share it with you now, I’ll end up paying double. Therefore, we use my account for Airtable.

What you need to do is create an account with LastPass. Once you have that set up, you will find the password for Airtable there."
audio_81@01-08-2024_14-27-58.ogg,81,2024-08-01 14:27:58,"I don't know if you need any advice from me, but maybe like the way I would approach it is like when I sent you voice message or a message you can Think okay. Is this something I need to do now or I can do it later And then you keep a note on that. So later you don't forget to come back to this Mmm, but would be nice if you listen to my voice notes now because they can contain information that you need right now So you listen you try to understand If it's something now later and then you're taking out and well, I just said This is just a recommendation for you not to maybe to feel less overwhelmed and the same with loom videos Many of them can contain information you need right now in order to do something Some of them will need to wait Regarding the invoice for So with open-source spotlight, I think I told you what you need to do what your next steps are This is something that can wait till next week. This is not urgent For the newsletter promotion that I mentioned. This is something you can do already If this is something that is not clear what do you need to do you can ask me Yeah, and Yeah, the same thing with other things like I think I sometimes mention if this is something I need to do now or later But if you're not sure you can just ask so for example for deals and CRM, this is something that can wait So for you, you can just now continue working on the onboarding document on Moving the process documents to the shared drive and And sometimes things that are a little bit more important or more important will pop up and then I'll clearly tell you that okay This is something that you should prioritize And then you simply come back to the other tasks I know that I'll keep kind of bombarding you with new things to do So I know that they may accumulate over time I hope it will not scare you that it can can look intimidating that if you look at the to-do list and it's It's like super large but Yeah, I I know that you just need time to learn how to do things and it's okay And if it becomes unmanageable, we will we will see how to actually deal with that Okay. This is what I wanted to say",Guidance on Task Management,"I’m not sure if you need advice, but I’d suggest an approach for managing messages. When you receive a voice message or any message, consider whether it’s something you need to address immediately or if it can wait. Make a note of it to ensure you don’t forget to follow up later. 

It’s also important to listen to my voice notes right away, as they may contain critical information you need at that moment. Evaluate each note to determine its urgency and relevance, and take appropriate actions. This is just a recommendation to help you feel less overwhelmed. The same goes for Loom videos; some will contain information that is necessary for immediate tasks, while others can be postponed.

Regarding the invoice for Open Source Spotlight, I believe I’ve already shared the next steps you need to take. This task can wait until next week, as it's not urgent. On the other hand, the newsletter promotion I mentioned can be started now. If any part of this process isn’t clear, please don’t hesitate to ask for clarification.

For items like the deals in the CRM, those can also wait. In the meantime, focus on completing the onboarding document and transferring the process documents to the shared drive. 

Keep in mind that sometimes more pressing matters will arise, and I will clearly indicate which tasks should be prioritized. I understand that I may continue to present you with new tasks, and this could lead to a growing to-do list. It’s perfectly fine if the list feels overwhelming at times, but remember, everyone needs time to adapt and learn. 

If at any point it becomes unmanageable, we will find a way to address the situation together. That’s all I wanted to convey."
audio_82@02-08-2024_20-44-04.ogg,82,2024-08-02 20:44:04,"Yeah, apologies, I hope I didn't scare you. So yeah, you don't really need to work on Saturday. One thing though, that I don't know if the folks from Percival mentioned that, what we... So typically on Friday, we release a podcast episode. So Friday evening, my time. And then it's on Monday. So on Friday, we release a podcast episode and on Monday, we have a newsletter. So typically, we want to put a webpage about this podcast episode on our website. So it should happen between Friday and Monday. But because you are from Asia and your day starts earlier than our day, so technically, you can actually just do it on Monday morning, right? Or maybe you have 10 minutes of your time, you can do this on Saturday or on Sunday. But this is just for you to know that there is this little task that needs to happen between Friday evening and Monday morning.",Podcast Release Schedule and Related Tasks,"I apologize if I caused any concern. You don’t need to work on Saturday. However, I wanted to mention something that may not have been discussed by the team at Percival. 

Typically, we release a podcast episode every Friday evening, my time. Following that, we have a newsletter that goes out on Monday. We also aim to create a webpage for the podcast episode on our website during that time frame. 

Since you are located in Asia and your day starts earlier than ours, you can actually complete this task on Monday morning. Alternatively, if you have a few spare minutes, you might consider handling it on Saturday or Sunday. This is just good to know as there’s a small task that needs to be completed between Friday evening and Monday morning."
audio_83@02-08-2024_20-57-29.ogg,83,2024-08-02 20:57:29,"For MailChimp, did you get any emails from me about that? Not from me, but I think I sent you a request to join from MailChimp. So if you didn't receive anything, let me know and I'll send you another invite.",MailChimp Invitation,"Did you receive any emails from me regarding MailChimp? I haven't sent you anything directly, but I believe I sent a request for you to join. If you didn't get that, please let me know, and I will send you another invite."
audio_84@02-08-2024_21-00-41.ogg,84,2024-08-02 21:00:41,"As for the podcast, the way it works is first we, with the speaker, agree on time and we do it live. So at a specific time we go live, we stream it to YouTube, and then at the same time I record the podcast locally. And then we send it to Dave for editing. Usually it happens automatically, we just upload the mp3 files to Dropbox, and then Dave sees them, and they edit this, and they send us an edited version. Typically Dave writes us when it's ready, but also there is an automated email, automatic email that we get, and it's also added to the to-do list, I think. So then once we have that, we put this to Spotify for podcasters, so we schedule it for a specific time. Usually it's Friday, I don't remember, I think 7 p.m. Berlin time, something like that. I hope it's all in the process documents, you'll probably find all of that. And then we schedule it, and then on Friday it's released as a podcast episode, so yeah, we have it. And then once we have it on Spotify for podcasters, it automatically publishes it on Spotify, Apple Podcasts, iTunes I think, and some other platforms. So then we need to get the links from these platforms, and then put them in a specific form, and then this way we create a page. And this page needs to be included in the newsletter, right? So the thing you would need to do between Friday evening and Monday morning is this, what I just said, publishing a page. So typically you just need to get the links from Spotify and Apple Podcasts, put them in a form, and YouTube, put them in a form, and then execute one thing on GitHub, there is of course a process document for that, and that's pretty much it. So it shouldn't take more than 10 minutes of your time. But also what I just described, I think it's in the templates, in Trello templates, so the entire process. As you get into this with time, I think you'll understand. So I hope it gives enough context for now.",Podcast Production Process,"The podcast production begins with scheduling a time to go live with the speaker. At the agreed time, we stream the session on YouTube while simultaneously recording it locally. After the recording, we upload the MP3 files to Dropbox for editing by Dave.

Typically, Dave handles the editing automatically and informs us via a message when the edited version is ready. There’s also an automated email notification, and the task is added to our to-do list. Once we receive the edited podcast, we upload it to Spotify for Podcasters and schedule its release, usually for Fridays around 7 p.m. Berlin time. This process is detailed in our documentation.

Once the episode is published on Spotify for Podcasters, it automatically appears on other platforms, including Apple Podcasts and iTunes. We then collect the links from these platforms to create a dedicated page. This page is essential for inclusion in our newsletter.

From Friday evening to Monday morning, your main task will be to publish this page. This includes gathering links from Spotify, Apple Podcasts, and YouTube, placing them in the appropriate form, and executing one action on GitHub. A process document is available for this task, and I estimate it should take no longer than 10 minutes to complete. The entire process is also outlined in Trello templates. As you get familiar with it over time, it will become clearer. I hope this explanation provides the necessary context for now."
"audio_85@02-08-2024_21-03-10.ogg,audio_86@02-08-2024_21-03-23.ogg","85,86",2024-08-02 21:03:10,"So, yeah, in terms of flexibility, you have 20 hours per week and it's up to you how exactly you distribute these 20 hours. It would be nice to at least show up for, let's say, 30 minutes, because there could be urgent tasks that when I say you need to do, it's good if you do it on the next, as soon as possible, but not right now, so it's okay if you do it on the next day, right? But typically, most of the tasks, they are not urgent, so it's okay, like, for example, one day you don't work and then you work on the next day. It's totally fine, right? So, again, it's up to you how you distribute your work and sometimes it may happen that you on one week, you don't have enough work for all 20 hours. It's also totally fine. It might happen and there is nothing wrong about that. Okay, I'll send you an invite.",Flexibility in Work Hours,"You have 20 hours per week to work, and how you distribute those hours is entirely up to you. It would be beneficial to check in for at least 30 minutes regularly. This way, if urgent tasks arise, you can address them promptly. However, it’s also acceptable to complete these tasks the following day if necessary.

Most tasks are not urgent, allowing for flexibility in your schedule. For instance, it’s perfectly fine if you don’t work one day and make up those hours the next day. You have the freedom to organize your work as you see fit.

There may be occasions when you don’t have enough work to fill all 20 hours in a given week. That’s completely acceptable and there’s nothing wrong with it. 

I'll send you an invite shortly."
"audio_87@02-08-2024_21-13-13.ogg,audio_88@02-08-2024_21-13-23.ogg","87,88",2024-08-02 21:13:13,"I just shared an invite with you. Why do you still try to use LastPass? So we don't need to use LastPass anymore. I put the password to the chat with Valeria and I deleted our LastPass, my LastPass account. So we don't use it anymore. So you're saying you cannot access our table with the password I shared in chat with Valeria, right?",Password Management Update,"I just shared an invite with you. I want to clarify that we don’t need to use LastPass anymore. I’ve shared the password in the chat with Valeria and have deleted my LastPass account. 

So, you're saying that you cannot access our table using the password I shared in the chat with Valeria, correct?"
